OBJECTID|TRIPTYPE|PROVIDERNAME|FAREAMOUNT|GRATUITYAMOUNT|SURCHARGEAMOUNT|EXTRAFAREAMOUNT|TOLLAMOUNT|TOTALAMOUNT|PAYMENTTYPE|ORIGINCITY|ORIGINSTATE|ORIGINZIP|DESTINATIONCITY|DESTINATIONSTATE|DESTINATIONZIP|MILEAGE|DURATION|ORIGIN_BLOCK_LATITUDE|ORIGIN_BLOCK_LONGITUDE|ORIGIN_BLOCKNAME|DESTINATION_BLOCK_LATITUDE|DESTINATION_BLOCK_LONGITUDE|DESTINATION_BLOCKNAME|AIRPORT|ORIGINDATETIME_TR|DESTINATIONDATETIME_TR
716|3|Yellow Cab|14.41|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20018|NULL|NULL|||||||N|01/12/2015 04:00|01/12/2015 05:00
717|3|Yellow Cab|20.35|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20037|Washington|DC|20010|NULL|NULL|||||||N|01/12/2015 10:00|01/12/2015 10:00
718|3|Yellow Cab|21.97|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20037|NULL|NULL|||||||N|01/12/2015 10:00|01/12/2015 11:00
719|3|Yellow Cab|21.97|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20002|NULL|NULL|00000|NULL|NULL|||||||N|01/12/2015 10:00|01/12/2015 11:00
720|3|Yellow Cab|28.18|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20018|NULL|NULL|00000|NULL|NULL|||||||N|01/12/2015 10:00|01/12/2015 11:00
721|3|Yellow Cab|9.82|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20018|NULL|NULL|00000|NULL|NULL|||||||N|01/12/2015 11:00|01/12/2015 11:00
722|3|Yellow Cab|22.97|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20037|NULL|NULL|00000|NULL|NULL|||||||N|01/12/2015 13:00|01/12/2015 14:00
723|3|Yellow Cab|16.30|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20001|NULL|VA|00000|NULL|NULL|||||||N|01/12/2015 13:00|01/12/2015 13:00
724|3|Yellow Cab|23.05|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20001|NULL|NULL|||||||N|01/12/2015 14:00|01/12/2015 15:00
725|3|Yellow Cab|30.34|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20012|Washington|DC|20020|NULL|NULL|||||||N|01/12/2015 15:00|01/12/2015 16:00
726|3|Yellow Cab|9.53|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20019|Washington|DC|20019|NULL|NULL|||||||N|01/12/2015 15:00|01/12/2015 15:00
727|3|Yellow Cab|19.00|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20010|Washington|DC|20001|NULL|NULL|||||||N|01/12/2015 16:00|01/12/2015 16:00
728|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/14/2015 11:00|01/14/2015 11:00
729|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/14/2015 06:00|01/14/2015 06:00
730|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/14/2015 09:00|01/14/2015 09:00
731|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/14/2015 15:00|01/14/2015 15:00
732|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/19/2015 09:00|01/19/2015 09:00
733|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/19/2015 09:00|01/19/2015 09:00
734|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/19/2015 15:00|01/19/2015 15:00
735|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/19/2015 05:00|01/19/2015 05:00
736|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/19/2015 04:00|01/19/2015 04:00
737|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/19/2015 06:00|01/19/2015 06:00
738|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/19/2015 06:00|01/19/2015 06:00
739|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/19/2015 15:00|01/19/2015 15:00
740|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/19/2015 08:00|01/19/2015 08:00
741|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/19/2015 08:00|01/19/2015 08:00
742|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/19/2015 09:00|01/19/2015 09:00
743|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/19/2015 09:00|01/19/2015 09:00
744|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/19/2015 09:00|01/19/2015 09:00
745|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/19/2015 09:00|01/19/2015 09:00
746|3|Yellow Cab|25.75|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20020|Washington|DC|20010|NULL|NULL|||||||N|01/21/2015 10:00|01/21/2015 10:00
747|3|Yellow Cab|12.52|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20001|Washington|DC|20001|NULL|NULL|||||||N|01/21/2015 10:00|01/21/2015 10:00
748|3|Yellow Cab|21.89|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20037|Washington|DC|20010|NULL|NULL|||||||N|01/21/2015 11:00|01/21/2015 11:00
749|3|Yellow Cab|26.56|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20018|Washington|DC|20032|NULL|NULL|||||||N|01/21/2015 10:00|01/21/2015 11:00
750|3|Yellow Cab|18.46|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20017|Washington|DC|20019|NULL|NULL|||||||N|01/21/2015 11:00|01/21/2015 11:00
751|3|Yellow Cab|30.07|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20002|NULL|NULL|||||||N|01/21/2015 11:00|01/21/2015 12:00
752|3|Yellow Cab|20.08|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20017|NULL|NULL|00000|NULL|NULL|||||||N|01/02/2015 11:00|01/21/2015 11:00
753|3|Yellow Cab|13.60|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20018|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 11:00|01/21/2015 11:00
754|3|Yellow Cab|6.04|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20005|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 12:00|01/21/2015 12:00
755|3|Yellow Cab|26.02|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20010|Washington|DC|20020|NULL|NULL|||||||N|01/21/2015 12:00|01/21/2015 13:00
756|3|Yellow Cab|11.44|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20019|Washington|DC|20019|NULL|NULL|||||||N|01/21/2015 14:00|01/21/2015 14:00
757|3|Yellow Cab|6.04|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20012|Washington|DC|20002|NULL|NULL|||||||N|01/21/2015 15:00|01/21/2015 15:00
758|3|Yellow Cab|5.50|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20010|Washington|DC|20037|NULL|NULL|||||||N|01/21/2015 16:00|01/21/2015 16:00
759|3|Yellow Cab|18.46|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20018|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 17:00|01/21/2015 18:00
760|3|Yellow Cab|NULL|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20017|Washington|DC|20020|NULL|NULL|||||||N|01/20/2015 15:00|01/20/2015 16:00
761|3|Yellow Cab|23.05|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20001|NULL|NULL|||||||N|01/21/2015 14:00|01/21/2015 15:00
762|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 06:00|01/22/2015 06:00
763|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 09:00|01/22/2015 09:00
764|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 15:00|01/22/2015 15:00
765|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 19:00|01/22/2015 19:00
766|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 08:00|01/22/2015 08:00
767|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 11:00|01/23/2015 11:00
768|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 14:00|01/23/2015 14:00
769|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 18:00|01/23/2015 18:00
770|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 12:00|01/23/2015 12:00
771|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 12:00|01/23/2015 12:00
772|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 12:00|01/23/2015 12:00
773|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 13:00|01/23/2015 13:00
774|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 13:00|01/23/2015 13:00
775|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 14:00|01/23/2015 14:00
776|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 14:00|01/23/2015 14:00
777|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 19:00|01/23/2015 19:00
778|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 15:00|01/23/2015 15:00
779|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 16:00|01/23/2015 16:00
780|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 15:00|01/23/2015 15:00
781|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 16:00|01/23/2015 16:00
782|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 21:00|01/23/2015 21:00
783|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 17:00|01/23/2015 17:00
784|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 19:00|01/23/2015 19:00
785|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 19:00|01/23/2015 19:00
786|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/24/2015 06:00|01/24/2015 06:00
787|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/24/2015 09:00|01/24/2015 09:00
788|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/24/2015 15:00|01/24/2015 15:00
789|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/24/2015 19:00|01/24/2015 19:00
790|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/24/2015 09:00|01/24/2015 09:00
791|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/24/2015 07:00|01/24/2015 07:00
792|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/24/2015 05:00|01/24/2015 05:00
793|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/24/2015 09:00|01/24/2015 09:00
794|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/24/2015 06:00|01/24/2015 06:00
795|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/24/2015 07:00|01/24/2015 07:00
796|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/24/2015 07:00|01/24/2015 07:00
797|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/24/2015 08:00|01/24/2015 08:00
798|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/24/2015 08:00|01/24/2015 08:00
799|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/24/2015 14:00|01/24/2015 14:00
800|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/24/2015 10:00|01/24/2015 10:00
801|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/24/2015 10:00|01/24/2015 10:00
802|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/24/2015 10:00|01/24/2015 10:00
803|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/24/2015 11:00|01/24/2015 11:00
804|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/24/2015 15:00|01/24/2015 15:00
805|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/24/2015 20:00|01/24/2015 20:00
806|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/25/2015 10:00|01/25/2015 10:00
807|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/25/2015 10:00|01/25/2015 10:00
808|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/25/2015 15:00|01/25/2015 15:00
809|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/25/2015 16:00|01/25/2015 16:00
810|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 09:00|01/26/2015 09:00
811|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 15:00|01/26/2015 15:00
812|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 04:00|01/26/2015 04:00
813|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 21:00|01/26/2015 21:00
814|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 15:00|01/26/2015 15:00
815|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 05:00|01/26/2015 05:00
816|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 09:00|01/26/2015 09:00
817|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 06:00|01/26/2015 06:00
818|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 08:00|01/26/2015 08:00
819|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 08:00|01/26/2015 08:00
820|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 12:00|01/26/2015 12:00
821|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 11:00|01/26/2015 11:00
822|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 09:00|01/26/2015 09:00
823|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 09:00|01/26/2015 09:00
824|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 09:00|01/26/2015 09:00
825|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 10:00|01/26/2015 10:00
826|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 12:00|01/26/2015 12:00
827|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 13:00|01/26/2015 13:00
828|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 13:00|01/26/2015 13:00
829|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 11:00|01/26/2015 11:00
830|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 11:00|01/26/2015 11:00
831|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/26/2015 11:00|01/26/2015 11:00
832|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 08:00|01/20/2015 08:00
833|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 13:00|01/20/2015 13:00
834|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 05:00|01/20/2015 05:00
835|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 09:00|01/20/2015 09:00
836|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 10:00|01/20/2015 10:00
837|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 14:00|01/20/2015 14:00
838|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 08:00|01/20/2015 08:00
839|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 09:00|01/20/2015 09:00
840|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 12:00|01/20/2015 12:00
841|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 10:00|01/20/2015 10:00
842|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 11:00|01/20/2015 11:00
843|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 10:00|01/20/2015 10:00
844|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 11:00|01/20/2015 11:00
845|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 12:00|01/20/2015 12:00
846|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 14:00|01/20/2015 14:00
847|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 16:00|01/20/2015 16:00
848|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 13:00|01/20/2015 13:00
849|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 13:00|01/20/2015 13:00
850|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 14:00|01/20/2015 14:00
851|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 14:00|01/20/2015 14:00
852|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 14:00|01/20/2015 14:00
853|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 14:00|01/20/2015 14:00
854|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 15:00|01/20/2015 15:00
855|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 17:00|01/20/2015 17:00
856|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 17:00|01/20/2015 17:00
857|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 19:00|01/20/2015 19:00
858|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 19:00|01/20/2015 19:00
859|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 21:00|01/20/2015 21:00
860|3|Yellow Cab|30.88|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20018|NULL|NULL|||||||N|01/16/2015 04:00|01/16/2015 05:00
861|3|Yellow Cab|9.28|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20018|NULL|NULL|||||||N|01/16/2015 04:00|01/16/2015 05:00
862|3|Yellow Cab|23.05|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20019|Washington|DC|20001|NULL|NULL|||||||N|01/16/2015 06:00|01/16/2015 06:00
863|3|Yellow Cab|15.49|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20018|NULL|NULL|||||||N|01/16/2015 09:00|01/16/2015 09:00
864|3|Yellow Cab|33.23|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20018|NULL|NULL|00000|NULL|NULL|||||||N|01/16/2015 10:00|01/16/2015 10:00
